Age,Study Hours,Academic Pressure,Financial Stress,Gender,Study Satisfaction,CGPA
36,7.85060331889088,2.0,3.0,1,4.0,8.35
26,5.5942545271117226,3.0,2.0,0,3.0,6.01
19,3.8597830865835348,1.0,3.0,1,2.0,4.01
29,5.341024384399128,4.0,3.0,0,4.0,7.15
21,5.011492650824185,3.0,2.0,1,4.0,7.52
21,8.186754615120389,5.0,4.0,0,2.0,4.76
35,8.437026492428394,3.0,3.0,1,4.0,8.23
32,7.316029711087879,4.0,2.0,1,3.0,7.2
36,4.716354441682288,2.0,3.0,0,2.0,5.78
30,10.215874643068053,5.0,1.0,0,3.0,8.66
36,6.250821615088741,2.0,5.0,0,3.0,4.96
34,8.086265818542767,4.0,2.0,0,4.0,7.57
23,7.088784706059206,2.0,3.0,0,2.0,4.86
33,7.375594269849847,3.0,3.0,1,2.0,7.64
29,8.022731206012716,2.0,4.0,1,3.0,6.3
36,5.747163709118286,3.0,3.0,1,3.0,6.62
22,9.3497243672773,5.0,2.0,1,4.0,6.45
34,4.156890249242909,4.0,1.0,0,3.0,7.56
40,5.130598649135408,3.0,1.0,1,4.0,8.62
18,9.326372873806749,1.0,2.0,1,4.0,7.14
40,8.062008569988048,3.0,4.0,1,4.0,8.01
27,11.572703975826581,4.0,1.0,0,1.0,7.02
32,7.123030798575635,3.0,4.0,0,3.0,6.46
40,10.060772733626367,5.0,3.0,1,3.0,7.17
38,3.6565381912058736,3.0,1.0,0,3.0,7.64
38,4.45567304824505,4.0,2.0,1,2.0,6.54
28,8.611945967350554,3.0,2.0,0,3.0,7.09
30,3.8673379138939263,3.0,3.0,0,2.0,6.07
22,6.644738307382919,3.0,2.0,0,3.0,7.3
18,9.100976350564885,2.0,2.0,1,3.0,6.78
29,7.902108276079603,4.0,2.0,0,3.0,7.26
28,7.019971396575243,3.0,3.0,1,3.0,6.57
34,6.191606556107232,3.0,3.0,0,3.0,7.28
21,7.364006574265536,3.0,2.0,1,3.0,8.41
32,8.039047070275954,2.0,2.0,1,4.0,8.92
26,5.810390193424871,3.0,3.0,1,3.0,6.92
38,7.669124850421685,2.0,2.0,1,2.0,6.22
37,8.94117533955768,3.0,3.0,1,3.0,7.96
36,6.599539360060255,2.0,2.0,1,3.0,6.26
36,7.122621130253173,3.0,3.0,0,3.0,6.7
29,7.870801901205001,3.0,4.0,1,2.0,6.02
22,7.992401588961539,3.0,4.0,0,4.0,8.11
27,8.581216431397191,4.0,2.0,1,4.0,7.08
34,5.17412507923249,3.0,2.0,1,3.0,7.25
22,6.047939495706442,5.0,3.0,0,3.0,5.05
39,6.114618354310624,3.0,2.0,1,3.0,8.56
33,5.372958102707182,1.0,2.0,0,4.0,6.02
24,3.7628549415559336,3.0,2.0,1,5.0,8.59
26,1.1419379056641255,3.0,4.0,0,3.0,4.48
20,9.151814881155364,2.0,3.0,0,5.0,8.25
32,4.202992591994423,3.0,2.0,1,3.0,8.33
33,9.819716428070635,3.0,2.0,0,3.0,8.09
35,8.330937079509633,3.0,2.0,0,5.0,8.38
31,6.269760916348744,1.0,3.0,1,3.0,5.02
20,8.109559788666521,4.0,3.0,1,4.0,7.09
29,7.765239844084698,2.0,2.0,1,3.0,6.75
26,5.016806146708407,3.0,1.0,0,2.0,6.76
24,6.973040007466665,2.0,3.0,0,5.0,6.32
26,5.236290209425314,3.0,3.0,0,3.0,5.68
30,8.177430403907966,3.0,3.0,1,4.0,6.63
35,5.712602286761102,3.0,2.0,1,3.0,7.42
22,6.82606683484599,4.0,1.0,0,4.0,9.01
30,6.748361945780651,4.0,2.0,1,4.0,7.26
21,7.2188422009708875,3.0,3.0,1,2.0,6.07
19,9.99259914600524,4.0,1.0,1,4.0,8.58
33,6.566270950859347,5.0,4.0,1,4.0,5.88
26,9.192268855554127,4.0,3.0,1,5.0,7.12
26,7.863994589803068,3.0,1.0,0,4.0,7.98
23,9.553124582865848,5.0,3.0,0,4.0,6.06
28,6.390815587333325,3.0,3.0,1,3.0,6.79
39,8.253045235545223,2.0,2.0,1,2.0,7.28
39,6.893317559319386,3.0,3.0,0,3.0,7.43
18,1.619092561906215,2.0,2.0,0,2.0,4.98
21,5.038281546963145,1.0,3.0,0,3.0,4.86
30,8.048278502714954,2.0,2.0,0,3.0,8.14
40,7.929276849303998,3.0,2.0,0,3.0,7.04
30,4.669040700457138,3.0,4.0,1,4.0,6.64
30,7.396661587908406,2.0,3.0,0,3.0,5.93
19,7.90586840774591,1.0,2.0,0,5.0,6.77
26,6.937601974472308,4.0,3.0,0,4.0,6.92
25,8.311873547787345,3.0,4.0,0,5.0,6.34
24,8.066599554271784,4.0,4.0,1,3.0,5.93
21,6.936741557071526,4.0,2.0,1,4.0,7.23
35,6.080515326044587,4.0,4.0,0,3.0,6.07
20,8.876574865766518,3.0,3.0,0,4.0,6.84
23,7.833691776181878,3.0,2.0,1,2.0,7.0
29,4.513421225445463,4.0,3.0,0,4.0,6.12
29,7.397615780946498,3.0,3.0,0,3.0,8.15
38,4.928155522976079,2.0,2.0,1,4.0,7.13
25,5.263777721627484,1.0,3.0,1,4.0,5.35
39,5.826561936305853,3.0,5.0,0,3.0,4.6
39,7.0807718241874635,4.0,4.0,0,3.0,6.55
18,7.674074039664315,4.0,3.0,1,3.0,7.86
21,6.263904599365711,3.0,2.0,1,4.0,8.11
38,6.342671290671278,2.0,3.0,1,3.0,6.92
28,6.094161420456974,4.0,2.0,0,4.0,7.01
20,8.88552454675773,3.0,2.0,0,4.0,7.67
30,1.8647016935206242,3.0,1.0,0,3.0,6.47
34,6.444380662585391,2.0,3.0,1,3.0,6.74
39,9.78097263168826,5.0,2.0,0,4.0,7.57
39,7.931014090499296,4.0,3.0,1,5.0,7.13
27,9.280325033020825,4.0,3.0,0,3.0,6.38
38,3.3383520528803383,2.0,2.0,1,5.0,7.13
29,4.763951383355579,3.0,3.0,0,4.0,6.57
32,7.925286653235641,3.0,2.0,1,3.0,6.95
38,9.791135067863802,5.0,4.0,1,3.0,7.23
27,4.94577480967949,4.0,2.0,1,2.0,5.73
31,6.30202879112826,2.0,2.0,1,2.0,6.75
30,7.7226354553605905,2.0,2.0,0,4.0,6.76
22,4.385502885242145,4.0,2.0,1,4.0,7.0
23,7.9390442672457695,3.0,3.0,0,3.0,7.52
19,2.1837676317347734,4.0,1.0,0,4.0,7.09
39,7.886031036036739,3.0,2.0,1,3.0,8.24
34,5.208847057801883,2.0,3.0,1,4.0,7.82
21,6.194325057070456,1.0,2.0,0,5.0,6.25
31,8.173391106286541,3.0,1.0,0,4.0,7.9
27,7.805053879886051,3.0,4.0,0,3.0,6.0
20,6.985633832166932,4.0,3.0,0,3.0,6.02
20,8.74427299294363,3.0,3.0,0,3.0,6.7
32,3.9396831772861174,1.0,2.0,0,2.0,4.0
23,7.367945868702545,3.0,3.0,0,3.0,7.14
34,5.577693764454731,2.0,3.0,1,4.0,7.05
29,8.652456643623974,1.0,3.0,0,3.0,6.11
39,8.236720725345016,1.0,3.0,0,3.0,4.97
37,8.302026793955209,1.0,1.0,1,2.0,7.16
28,9.961687298872842,4.0,3.0,0,4.0,7.75
21,9.02742555838296,2.0,3.0,0,2.0,5.72
23,6.71664159920786,2.0,2.0,1,4.0,8.05
18,6.997717863722506,3.0,2.0,0,4.0,8.13
37,8.081689085281107,2.0,3.0,0,3.0,6.81
40,7.245114414546093,4.0,2.0,1,3.0,7.83
33,8.269311979437491,4.0,2.0,1,4.0,7.28
32,2.9854232354085486,3.0,4.0,0,5.0,6.66
34,10.38544633382797,5.0,3.0,1,5.0,9.2
25,7.1098514504013774,4.0,3.0,1,3.0,5.99
29,4.079562404393392,3.0,4.0,0,3.0,5.69
39,5.355171967149662,5.0,3.0,1,3.0,6.12
38,3.1672113078953994,2.0,2.0,1,2.0,6.4
27,5.037576855665648,1.0,2.0,0,3.0,5.55
32,6.743952828448386,2.0,3.0,0,4.0,8.17
26,9.726486302489924,3.0,3.0,1,3.0,7.41
19,7.739214253755641,3.0,3.0,1,3.0,6.99
22,7.419149101536236,2.0,1.0,0,3.0,7.5
23,4.956811861811719,2.0,3.0,0,3.0,6.86
24,5.515926449823679,2.0,2.0,1,4.0,7.21
38,5.655530151930049,2.0,3.0,0,2.0,6.15
18,5.728968498065011,4.0,2.0,0,4.0,7.15
40,6.3672336227525115,3.0,4.0,1,3.0,6.22
24,6.503180088910335,2.0,3.0,1,4.0,6.26
37,6.3896589274716735,4.0,2.0,0,2.0,7.06
29,5.791616385516732,3.0,3.0,0,4.0,7.57
33,7.243095698462008,3.0,3.0,1,4.0,7.17
33,6.434053389939805,4.0,3.0,0,5.0,7.06
28,4.127978956799991,3.0,2.0,1,3.0,6.4
38,7.061887280064283,4.0,4.0,0,3.0,5.66
21,6.789824803993162,4.0,2.0,0,2.0,6.35
30,4.156670585400683,3.0,2.0,0,3.0,6.89
24,5.935657395946231,2.0,1.0,1,5.0,7.94
21,8.074730609820445,3.0,2.0,1,4.0,7.09
32,4.954390110410731,4.0,2.0,0,3.0,6.68
36,4.7640776744887114,4.0,3.0,0,4.0,6.0
26,6.4152094804148705,5.0,2.0,1,3.0,4.76
28,8.121278085661535,3.0,1.0,1,2.0,7.55
25,10.258589663300853,5.0,3.0,0,2.0,6.24
18,8.186083638736632,2.0,2.0,1,4.0,8.26
40,8.952689932280995,3.0,2.0,1,4.0,9.5
25,7.624055731302994,4.0,3.0,0,2.0,5.75
30,5.766791236643085,4.0,1.0,0,3.0,7.55
39,8.173079937874443,3.0,3.0,1,3.0,6.85
21,6.845905511929383,3.0,2.0,1,4.0,8.51
25,7.678660908090423,2.0,2.0,0,4.0,7.46
20,5.29714631256827,3.0,3.0,1,3.0,6.74
26,7.8396024415116505,2.0,2.0,0,4.0,7.25
19,6.783085245821386,3.0,3.0,0,3.0,5.73
19,7.416263944931351,1.0,2.0,1,3.0,5.84
30,6.846868285314763,2.0,5.0,0,3.0,4.89
32,6.501034392384971,4.0,3.0,0,4.0,7.35
40,7.872443403313135,4.0,1.0,0,3.0,7.57
29,6.269035967995185,3.0,4.0,0,2.0,6.16
21,4.140361365320338,3.0,3.0,0,2.0,7.5
25,3.6268538637715984,3.0,3.0,1,3.0,5.94
26,7.33194982496856,3.0,2.0,0,4.0,7.38
40,6.195007933488059,3.0,1.0,0,4.0,9.31
22,3.887621480622309,2.0,3.0,0,5.0,6.49
37,7.191762940696805,1.0,2.0,1,3.0,5.63
35,6.831025801047954,2.0,2.0,0,4.0,8.05
28,6.100695532199081,3.0,3.0,0,4.0,7.43
32,7.444256772725534,4.0,4.0,0,4.0,5.45
39,9.367169218194046,3.0,2.0,0,4.0,8.08
26,9.31226329363325,3.0,3.0,1,4.0,7.59
34,7.258776357595453,2.0,3.0,1,4.0,7.76
29,6.847521220846864,3.0,3.0,0,3.0,7.48
24,7.283923373701025,3.0,2.0,1,4.0,8.38
27,7.556212478993827,2.0,2.0,1,5.0,7.41
27,6.517063281295501,2.0,2.0,1,4.0,7.41
30,7.314177507915584,3.0,1.0,0,3.0,7.91
36,4.167466772124765,4.0,3.0,0,4.0,6.29
28,7.146427990024176,2.0,2.0,0,2.0,7.82
30,7.858264471044288,3.0,2.0,0,3.0,8.26
38,6.11828450438847,4.0,1.0,0,3.0,8.01
25,6.828149240285023,3.0,1.0,0,3.0,8.77
25,4.999290314737976,3.0,1.0,1,5.0,8.72
21,4.749435550673235,3.0,3.0,1,4.0,6.46
32,7.379467140326543,3.0,1.0,1,2.0,7.12
28,5.686786571672291,5.0,3.0,1,3.0,6.88
28,3.8017138091631555,3.0,3.0,1,2.0,6.43
18,4.998799061558005,2.0,2.0,0,4.0,5.98
34,5.260517631174276,4.0,3.0,0,3.0,6.81
32,8.394244895917135,3.0,2.0,1,4.0,8.38
37,7.322405220463241,3.0,3.0,0,4.0,7.04
23,5.43111604331686,4.0,3.0,0,4.0,7.82
39,5.942021371051913,2.0,4.0,0,1.0,4.51
32,9.361751948993007,5.0,4.0,0,4.0,5.9
26,8.684984383354513,3.0,4.0,0,3.0,6.06
31,4.98749122963271,4.0,2.0,1,4.0,7.56
35,9.094346547327387,5.0,3.0,1,4.0,6.29
34,6.854868144790342,3.0,3.0,1,4.0,8.0
35,8.43930092690124,3.0,2.0,0,3.0,7.28
22,6.7060456809972875,2.0,2.0,0,2.0,6.22
37,9.134492557735914,3.0,2.0,0,4.0,8.34
37,4.912682899228362,2.0,2.0,0,4.0,6.85
26,6.540189223513272,3.0,1.0,1,4.0,7.78
28,9.189627600218412,5.0,3.0,0,4.0,5.35
39,2.6933053332449264,3.0,3.0,1,4.0,7.7
18,6.917089472575962,3.0,3.0,1,2.0,5.18
35,6.291616624228262,3.0,3.0,1,4.0,7.9
23,8.232390214978741,3.0,2.0,1,3.0,7.08
19,8.925844183739748,4.0,3.0,0,3.0,6.68
32,8.314510874752536,3.0,2.0,0,3.0,6.75
38,7.433800456115042,4.0,2.0,1,1.0,7.42
31,7.073016186571649,3.0,3.0,0,4.0,6.76
22,6.3831208813361835,3.0,4.0,0,3.0,7.42
23,7.377950718744336,2.0,4.0,0,4.0,6.35
23,9.627378693253917,4.0,3.0,1,3.0,6.93
39,5.505077863100426,1.0,1.0,1,3.0,6.36
35,6.276253344776667,1.0,3.0,1,3.0,5.87
31,6.864082049379746,4.0,3.0,1,3.0,7.02
27,8.801678822552203,1.0,4.0,1,3.0,5.34
31,7.40194421119397,3.0,1.0,1,3.0,8.56
30,8.770267411981344,3.0,3.0,1,3.0,6.73
20,8.861397982906482,4.0,3.0,0,5.0,6.25
23,8.065666286475965,1.0,3.0,1,3.0,6.49
25,5.084811490182004,4.0,1.0,0,4.0,6.58
29,9.989969041414087,4.0,3.0,1,4.0,8.23
30,9.542285207966863,4.0,3.0,0,4.0,7.13
28,7.114372090904206,4.0,3.0,0,3.0,6.62
29,4.512813563529601,3.0,2.0,0,3.0,7.05
18,4.191103315826158,1.0,2.0,0,3.0,4.81
34,7.457768127796679,3.0,3.0,1,4.0,7.93
33,5.736849204164585,3.0,2.0,1,3.0,8.22
28,3.9090595599513183,3.0,2.0,1,4.0,7.75
30,4.157141741146598,2.0,2.0,1,3.0,6.73
35,6.154031368005985,3.0,3.0,1,5.0,8.31
28,7.350873232859761,4.0,3.0,1,3.0,7.0
29,9.530283491828488,3.0,1.0,1,3.0,7.13
23,7.871597393824316,1.0,1.0,1,4.0,6.94
26,6.313471845151454,2.0,2.0,1,5.0,7.63
33,7.683909203811039,3.0,1.0,1,3.0,8.56
21,7.523021654059584,5.0,3.0,1,4.0,5.98
20,8.33118137295269,5.0,1.0,0,3.0,5.72
33,6.928104195549044,4.0,3.0,0,4.0,6.45
29,8.865155951821798,2.0,3.0,0,3.0,6.58
28,8.484013240409473,2.0,3.0,0,3.0,7.49
22,7.148860006549427,4.0,1.0,0,3.0,6.63
35,6.7853961587213725,4.0,3.0,1,4.0,7.19
36,8.655547262182768,2.0,2.0,1,3.0,7.32
40,5.7157462274073305,4.0,1.0,0,4.0,8.5
40,4.288096907541892,3.0,3.0,1,3.0,5.63
23,4.277863614968808,4.0,3.0,0,3.0,7.14
39,5.566525944838883,4.0,4.0,1,5.0,7.12
35,8.18737413779905,2.0,2.0,1,3.0,7.64
23,6.238962061702246,3.0,3.0,0,3.0,6.49
21,7.3681288050602065,4.0,4.0,0,3.0,5.25
29,6.108467072414076,2.0,4.0,0,3.0,6.44
36,6.122756741228861,2.0,3.0,1,4.0,7.62
19,5.1541653858799235,3.0,2.0,0,4.0,6.88
34,6.834587874251762,3.0,3.0,1,4.0,7.98
28,6.684705275597878,3.0,2.0,1,2.0,7.48
28,7.742797041727279,3.0,3.0,1,4.0,6.53
38,7.517855692621092,1.0,2.0,1,4.0,6.16
33,6.645134714274857,3.0,3.0,0,4.0,7.16
19,4.289040078891684,4.0,3.0,0,3.0,5.99
19,8.9270430416409,2.0,3.0,0,3.0,7.54
40,6.846920189731558,2.0,2.0,0,4.0,6.9
25,7.143356841809014,3.0,3.0,1,3.0,6.2
30,9.880891118459903,5.0,4.0,0,2.0,4.35
27,8.63479982787271,4.0,2.0,0,3.0,7.53
25,7.803608557870115,3.0,3.0,0,3.0,6.26
21,6.9958495827325144,3.0,1.0,0,4.0,7.47
32,6.979038012098525,4.0,3.0,1,5.0,6.43
18,7.432206095899352,2.0,3.0,1,3.0,6.1
28,7.732432106541937,4.0,3.0,1,3.0,6.13
24,10.080523160411442,3.0,3.0,1,3.0,7.14
34,11.45187894897306,5.0,2.0,0,4.0,7.47
37,7.522469449726389,3.0,4.0,1,4.0,8.57
35,3.124103070321461,3.0,2.0,0,3.0,6.1
39,5.286859948074904,3.0,4.0,0,3.0,5.4
39,10.260694387369181,5.0,3.0,0,3.0,6.79
29,8.293574730860344,3.0,2.0,0,5.0,7.29
26,7.766883677040993,5.0,1.0,1,3.0,6.82
22,6.69969175947143,4.0,2.0,1,2.0,5.36
27,4.859760293393228,2.0,3.0,0,5.0,7.46
21,10.020021558541904,4.0,2.0,1,4.0,8.1
22,5.51822154734664,4.0,3.0,1,2.0,6.15
27,8.312761269768902,3.0,3.0,0,4.0,7.21
28,4.658736814442541,4.0,1.0,0,4.0,8.38
38,6.612372367309103,4.0,3.0,1,4.0,6.92
27,8.787322834815335,3.0,2.0,0,5.0,8.62
25,6.550550489559771,4.0,2.0,1,4.0,7.32
19,6.33679022434115,1.0,3.0,0,4.0,5.13
40,7.019145283027626,4.0,1.0,0,4.0,8.2
25,4.59519479361713,4.0,1.0,0,4.0,7.55
33,4.256535567317172,2.0,3.0,0,4.0,6.19
39,8.285625668849072,3.0,1.0,1,3.0,8.07
22,6.240022133887961,1.0,2.0,1,4.0,5.53
20,8.271672569046622,2.0,3.0,1,4.0,7.03
29,9.012729430871275,4.0,2.0,1,4.0,7.5
30,9.157556696191834,3.0,1.0,0,3.0,6.99
30,4.08218508776259,3.0,3.0,0,3.0,6.44
27,5.743907281142984,3.0,2.0,1,4.0,7.83
21,7.96765355267885,3.0,2.0,1,4.0,7.69
26,7.995403009426574,4.0,5.0,1,4.0,6.62
39,11.048987651553322,3.0,3.0,1,3.0,7.81
40,5.366295640180454,3.0,2.0,1,2.0,6.81
19,9.102703122617376,2.0,3.0,0,4.0,7.0
36,7.6700942980693725,4.0,2.0,1,5.0,7.35
18,4.047575440005754,3.0,2.0,1,3.0,7.36
24,6.013932573892129,3.0,3.0,0,3.0,7.14
34,7.472550422181985,3.0,3.0,0,4.0,8.07
20,3.9321399250667217,3.0,3.0,1,3.0,5.03
37,3.266969191051037,2.0,4.0,1,5.0,5.94
37,3.829763358454042,3.0,4.0,1,4.0,5.61
38,7.4664405791518105,3.0,3.0,0,3.0,6.92
20,6.127598934279808,2.0,3.0,1,3.0,6.43
20,5.884079744835487,2.0,4.0,1,4.0,6.13
34,5.94588069670169,3.0,3.0,0,3.0,7.22
24,4.436579659015711,2.0,1.0,0,4.0,8.1
31,6.178474270887806,3.0,3.0,0,4.0,7.73
34,3.723283513470696,4.0,4.0,0,5.0,6.95
35,9.137754050846032,2.0,2.0,1,4.0,7.18
30,10.046193497218992,2.0,2.0,0,5.0,7.16
37,2.8130853158994906,2.0,2.0,0,4.0,7.48
37,6.155566613216641,3.0,3.0,0,4.0,7.42
38,6.272779424857363,3.0,2.0,1,3.0,8.19
35,6.6859278880893545,3.0,3.0,0,4.0,7.8
21,8.80275476387392,2.0,3.0,1,3.0,5.94
18,6.160820592050925,2.0,1.0,0,3.0,7.36
35,6.841147367083683,2.0,3.0,1,3.0,6.93
18,12.3622989348425,3.0,2.0,1,3.0,8.26
30,6.799672766310447,5.0,1.0,1,5.0,7.25
37,10.17923174853893,5.0,3.0,0,4.0,8.08
37,7.9035777832999,1.0,3.0,1,3.0,5.35
40,6.003323812463471,1.0,3.0,0,4.0,5.31
27,5.7026788230842245,3.0,3.0,0,4.0,7.23
28,6.986909329000528,5.0,3.0,1,5.0,6.0
26,4.972348375456196,4.0,2.0,0,5.0,7.69
26,5.44504126048774,3.0,3.0,1,2.0,7.05
22,6.238490918153597,3.0,3.0,0,1.0,5.27
18,7.528018375469013,4.0,2.0,1,5.0,7.84
34,10.286794981133884,4.0,3.0,0,3.0,8.14
39,6.127082031763127,5.0,2.0,1,2.0,6.13
19,7.830732483480603,1.0,3.0,0,3.0,5.72
30,4.069783876152307,3.0,3.0,0,3.0,5.97
26,8.90851955359717,2.0,2.0,1,3.0,8.01
21,3.900971365131479,3.0,3.0,0,4.0,6.36
22,8.437095649782583,3.0,2.0,0,3.0,8.87
28,6.854335084092754,3.0,3.0,1,2.0,4.89
36,6.782824703068378,4.0,4.0,1,4.0,6.88
38,6.459523507746105,4.0,2.0,1,3.0,6.79
20,4.657745276094223,5.0,2.0,1,3.0,5.92
29,4.753113082236155,3.0,2.0,1,3.0,6.7
36,8.505736280870167,3.0,3.0,0,4.0,7.4
36,7.021486204326498,2.0,4.0,1,3.0,6.55
30,6.446397876673728,3.0,1.0,0,4.0,7.82
24,7.798116311144902,4.0,1.0,0,2.0,8.48
32,7.182358509798253,2.0,2.0,0,4.0,7.11
40,5.572723210108216,4.0,3.0,0,5.0,7.87
24,11.429793206516646,4.0,2.0,0,3.0,7.69
25,8.333361481305593,2.0,3.0,1,3.0,8.05
22,7.2287234320472,2.0,2.0,1,3.0,8.15
38,6.075499656014909,2.0,2.0,1,3.0,7.18
31,8.714967440549543,2.0,4.0,1,5.0,8.34
21,5.582377834493028,4.0,2.0,1,3.0,5.87
40,5.430805466255326,4.0,2.0,1,5.0,9.04
27,10.047986144332688,5.0,3.0,0,2.0,4.35
37,7.055215316927276,2.0,3.0,1,3.0,7.39
32,5.625971463912798,3.0,2.0,1,3.0,7.69
35,7.010234256471419,2.0,2.0,1,4.0,7.27
37,8.530335796927076,3.0,3.0,1,3.0,6.76
30,8.118258017119347,2.0,3.0,1,5.0,7.4
25,8.753672073555613,2.0,4.0,0,5.0,7.39
26,4.750799375068936,4.0,2.0,0,3.0,6.8
33,8.70846849101472,2.0,3.0,0,3.0,8.06
36,6.6776942031079365,4.0,3.0,1,3.0,6.08
33,7.160381380066978,2.0,3.0,1,4.0,7.02
24,9.177090088560602,1.0,4.0,1,3.0,4.58
31,8.264906211888322,1.0,3.0,0,2.0,4.99
31,7.631894465718422,4.0,4.0,0,2.0,4.43
21,3.428805970335482,1.0,3.0,1,4.0,4.8
32,6.918096660315484,3.0,1.0,1,2.0,8.08
20,5.587584302373099,3.0,2.0,0,3.0,6.65
22,8.279881547915254,2.0,1.0,0,4.0,9.02
18,8.78372473666419,3.0,2.0,0,2.0,6.27
20,6.456344158991026,3.0,2.0,1,4.0,7.98
32,5.799325343580363,3.0,3.0,0,3.0,8.26
25,9.80134143192868,4.0,2.0,1,2.0,7.75
21,5.91433437937535,3.0,4.0,1,4.0,6.47
19,4.849832487334746,3.0,2.0,1,4.0,7.22
27,5.501191924565901,2.0,2.0,0,4.0,6.85
21,6.001001101394421,4.0,1.0,0,4.0,7.49
20,5.449546504690813,3.0,4.0,0,4.0,6.64
19,8.52170448990053,1.0,4.0,0,4.0,5.15
34,3.0437557979667806,3.0,2.0,1,3.0,6.52
40,5.411391259398048,2.0,1.0,1,2.0,7.05
38,6.914504598181247,3.0,2.0,1,2.0,7.15
37,7.3784431960041275,3.0,3.0,1,3.0,8.24
40,10.04530270754425,3.0,2.0,0,5.0,7.25
30,9.781427882974635,5.0,5.0,1,3.0,4.39
22,4.1186731192998245,2.0,4.0,0,3.0,5.73
38,3.5655137069747567,3.0,1.0,1,3.0,7.36
26,7.044948272267798,3.0,1.0,0,3.0,8.54
39,5.788266574366442,3.0,3.0,1,5.0,7.94
23,4.854352584430266,3.0,2.0,1,2.0,6.89
22,7.029017615429178,3.0,3.0,0,5.0,7.68
27,7.415255173001983,2.0,3.0,1,4.0,7.2
25,5.48985680864048,2.0,2.0,0,4.0,8.0
24,5.876647458932511,4.0,3.0,1,4.0,5.84
24,5.628325250702231,3.0,4.0,0,4.0,6.0
23,6.259315765801695,5.0,3.0,0,3.0,5.41
38,7.974599378901527,4.0,1.0,0,2.0,6.45
37,5.059769449927144,1.0,3.0,0,5.0,5.53
20,5.846767011704318,4.0,2.0,1,5.0,8.31
36,6.281292142446096,3.0,4.0,0,3.0,6.83
39,6.987845670720748,2.0,3.0,0,4.0,6.95
32,7.49677208724245,4.0,3.0,0,5.0,8.2
21,10.676064112919425,4.0,3.0,0,4.0,7.38
29,8.029826291695102,3.0,2.0,1,3.0,8.06
23,8.0726764246705,3.0,4.0,0,5.0,7.67
36,6.520096576096833,4.0,2.0,1,4.0,7.89
21,5.236241567744622,3.0,3.0,1,3.0,6.76
32,6.049214773270392,3.0,4.0,0,3.0,6.98
26,5.721401517613195,2.0,2.0,0,3.0,6.67
22,7.706015215998219,4.0,3.0,0,3.0,7.22
30,4.02769343747728,3.0,3.0,0,3.0,6.73
40,8.06656069525704,3.0,2.0,1,4.0,8.86
35,6.7889687390151545,3.0,1.0,1,4.0,8.57
22,8.320026818840269,4.0,2.0,0,4.0,7.33
33,5.696965259522308,3.0,2.0,0,4.0,7.9
36,5.377534513283957,4.0,3.0,1,4.0,6.16
31,6.267996305730802,3.0,2.0,1,3.0,6.95
33,6.224831345043113,4.0,4.0,0,1.0,5.56
32,8.451427139934875,3.0,3.0,0,5.0,8.42
39,8.434248699502717,2.0,3.0,0,3.0,6.92
21,10.429041550363753,4.0,2.0,0,4.0,7.59
24,6.108114139867786,1.0,3.0,0,3.0,4.97
33,1.0,2.0,3.0,0,5.0,6.76
39,6.263039368544528,2.0,3.0,1,3.0,6.5
38,7.415184265375043,5.0,3.0,1,3.0,5.54
39,8.286155243893903,2.0,2.0,1,3.0,7.67
38,7.546487688310695,5.0,2.0,1,4.0,6.46
25,6.106700440438542,3.0,1.0,0,4.0,7.16
34,10.085495843348003,4.0,3.0,0,4.0,7.67
33,5.139275558987992,4.0,1.0,1,4.0,7.47
40,6.505639272588692,2.0,2.0,0,4.0,7.86
27,5.0561622864505456,2.0,2.0,0,4.0,7.16
27,7.03523817176231,3.0,3.0,0,5.0,7.51
19,9.860210365791165,5.0,4.0,1,4.0,7.02
26,6.746333336982137,4.0,4.0,1,4.0,7.37
34,6.757360266231737,3.0,3.0,1,5.0,8.17
28,3.9472683849209336,3.0,2.0,1,5.0,8.55
27,6.483414065576202,4.0,2.0,1,4.0,7.26
39,9.070876690060032,4.0,2.0,1,2.0,6.48
34,6.549574901817266,3.0,2.0,1,2.0,6.95
21,6.4279776149578405,4.0,3.0,0,4.0,6.28
33,8.990286236517928,5.0,2.0,1,4.0,6.91
37,6.435584596652983,3.0,2.0,0,3.0,8.01
32,9.32569653800882,2.0,2.0,0,4.0,8.18
38,4.68764872830206,2.0,3.0,1,3.0,6.28
22,8.220137154713854,2.0,2.0,0,4.0,7.28
23,9.963392573851822,5.0,1.0,0,4.0,8.49
34,8.814142415418845,2.0,4.0,1,4.0,6.87
18,3.638907607056505,4.0,3.0,0,4.0,6.56
36,5.851054165424409,2.0,1.0,1,3.0,7.45
21,6.56448725561599,4.0,3.0,0,3.0,5.86
34,8.817919894072745,1.0,4.0,0,5.0,5.66
26,4.603087390819415,3.0,2.0,0,4.0,8.6
19,5.165913993293234,2.0,3.0,0,4.0,6.58
25,4.110727425676014,4.0,2.0,1,4.0,7.74
32,5.5135595498419345,5.0,3.0,1,4.0,5.62
24,4.747108017449836,1.0,3.0,1,4.0,5.67
23,9.876230548353535,5.0,1.0,0,3.0,7.14
18,5.834720912833661,4.0,2.0,0,4.0,7.28
32,8.243665525834015,3.0,3.0,0,3.0,6.77
40,7.0323451129939665,4.0,3.0,0,4.0,7.23
24,7.0071303056642575,3.0,3.0,1,4.0,6.71
34,5.935401124829009,4.0,2.0,0,2.0,5.32
